task,metric,method,seed,candidate_count,selected_candidates,test_score,prediction_file
clearance_hepatocyte_az,Spearman,validation_stacking,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.4111426660477011,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/validation_stacking_seed_404.csv
clearance_hepatocyte_az,Spearman,global_single,505,9,chem_fp_chemberta_kpgt_ept_xgb,0.19583237529790412,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/global_single_seed_505.csv
clearance_hepatocyte_az,Spearman,per_task_single,505,9,chem_fp_chemberta_kpgt_ept_xgb,0.19583237529790412,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/per_task_single_seed_505.csv
clearance_hepatocyte_az,Spearman,validation_top2_average,505,9,chem_fp_chemberta_kpgt_ept_xgb;deep_ept_ridge_linear,0.23720667600155582,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/validation_top2_average_seed_505.csv
clearance_hepatocyte_az,Spearman,validation_top3_average,505,9,chem_fp_chemberta_kpgt_ept_xgb;deep_ept_ridge_linear;chem_fp_chemberta_kpgt_xgb,0.34837559983467103,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/validation_top3_average_seed_505.csv
clearance_hepatocyte_az,Spearman,uniform_candidate_average,505,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.491183921618075,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/uniform_candidate_average_seed_505.csv
clearance_hepatocyte_az,Spearman,validation_stacking,505,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.3716880756388876,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_hepatocyte_az/validation_stacking_seed_505.csv
clearance_microsome_az,Spearman,global_single,101,9,chem_fp_chemberta_kpgt_ept_xgb,0.6119803547480969,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/global_single_seed_101.csv
clearance_microsome_az,Spearman,per_task_single,101,9,deep_kpgt_ridge_linear,0.43820580696755745,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/per_task_single_seed_101.csv
clearance_microsome_az,Spearman,validation_top2_average,101,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear,0.45846662328379,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top2_average_seed_101.csv
clearance_microsome_az,Spearman,validation_top3_average,101,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear;chem_fp_chemberta_kpgt_ept_xgb,0.5662328314414817,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top3_average_seed_101.csv
clearance_microsome_az,Spearman,uniform_candidate_average,101,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.6285907176922245,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/uniform_candidate_average_seed_101.csv
clearance_microsome_az,Spearman,validation_stacking,101,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.45837511728885866,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_stacking_seed_101.csv
clearance_microsome_az,Spearman,global_single,202,9,chem_fp_chemberta_kpgt_ept_xgb,0.5993569788462393,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/global_single_seed_202.csv
clearance_microsome_az,Spearman,per_task_single,202,9,deep_kpgt_ridge_linear,0.43820580696755745,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/per_task_single_seed_202.csv
clearance_microsome_az,Spearman,validation_top2_average,202,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear,0.45846662328379,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top2_average_seed_202.csv
clearance_microsome_az,Spearman,validation_top3_average,202,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear;chem_fp_chemberta_kpgt_ept_xgb,0.5609090845658603,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top3_average_seed_202.csv
clearance_microsome_az,Spearman,uniform_candidate_average,202,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.6296104728562134,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/uniform_candidate_average_seed_202.csv
clearance_microsome_az,Spearman,validation_stacking,202,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.45899776445305474,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_stacking_seed_202.csv
clearance_microsome_az,Spearman,global_single,303,9,chem_fp_chemberta_kpgt_ept_xgb,0.5867921181432065,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/global_single_seed_303.csv
clearance_microsome_az,Spearman,per_task_single,303,9,deep_kpgt_ridge_linear,0.43820580696755745,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/per_task_single_seed_303.csv
clearance_microsome_az,Spearman,validation_top2_average,303,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear,0.45846662328379,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top2_average_seed_303.csv
clearance_microsome_az,Spearman,validation_top3_average,303,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear;chem_fp_chemberta_kpgt_ept_xgb,0.5547024967293258,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top3_average_seed_303.csv
clearance_microsome_az,Spearman,uniform_candidate_average,303,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.6302507313909296,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/uniform_candidate_average_seed_303.csv
clearance_microsome_az,Spearman,validation_stacking,303,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.4469010253406219,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_stacking_seed_303.csv
clearance_microsome_az,Spearman,global_single,404,9,chem_fp_chemberta_kpgt_ept_xgb,0.5940968601479808,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/global_single_seed_404.csv
clearance_microsome_az,Spearman,per_task_single,404,9,deep_kpgt_ridge_linear,0.4383013944035399,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/per_task_single_seed_404.csv
clearance_microsome_az,Spearman,validation_top2_average,404,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear,0.45887953689115796,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top2_average_seed_404.csv
clearance_microsome_az,Spearman,validation_top3_average,404,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear;chem_fp_chemberta_kpgt_ept_xgb,0.5611579161880481,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top3_average_seed_404.csv
clearance_microsome_az,Spearman,uniform_candidate_average,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.6256547317938986,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/uniform_candidate_average_seed_404.csv
clearance_microsome_az,Spearman,validation_stacking,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.4629620271462664,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_stacking_seed_404.csv
clearance_microsome_az,Spearman,global_single,505,9,chem_fp_chemberta_kpgt_ept_xgb,0.5850622270711473,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/global_single_seed_505.csv
clearance_microsome_az,Spearman,per_task_single,505,9,deep_kpgt_ridge_linear,0.4383013944035399,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/per_task_single_seed_505.csv
clearance_microsome_az,Spearman,validation_top2_average,505,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear,0.45887953689115796,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top2_average_seed_505.csv
clearance_microsome_az,Spearman,validation_top3_average,505,9,deep_kpgt_ridge_linear;deep_kpgt_ept_ridge_linear;chem_fp_chemberta_kpgt_ept_xgb,0.5569397088941105,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_top3_average_seed_505.csv
clearance_microsome_az,Spearman,uniform_candidate_average,505,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.6262523821741305,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/uniform_candidate_average_seed_505.csv
clearance_microsome_az,Spearman,validation_stacking,505,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.43927587001412627,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/clearance_microsome_az/validation_stacking_seed_505.csv
cyp2c9_substrate_carbonmangels,AUPRC,global_single,101,9,chem_fp_chemberta_kpgt_ept_xgb,0.4517016156517738,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/global_single_seed_101.csv
cyp2c9_substrate_carbonmangels,AUPRC,per_task_single,101,9,chem_fp_chemberta_kpgt_ept_xgb,0.4517016156517738,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/per_task_single_seed_101.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top2_average,101,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb,0.4676290373788434,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top2_average_seed_101.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top3_average,101,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb,0.4544161681981766,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top3_average_seed_101.csv
cyp2c9_substrate_carbonmangels,AUPRC,uniform_candidate_average,101,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.39159235856284563,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/uniform_candidate_average_seed_101.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_stacking,101,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.4226263763192079,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_stacking_seed_101.csv
cyp2c9_substrate_carbonmangels,AUPRC,global_single,202,9,chem_fp_chemberta_kpgt_ept_xgb,0.4378186450202014,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/global_single_seed_202.csv
cyp2c9_substrate_carbonmangels,AUPRC,per_task_single,202,9,chem_fp_chemberta_kpgt_ept_xgb,0.4378186450202014,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/per_task_single_seed_202.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top2_average,202,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb,0.45101563932153255,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top2_average_seed_202.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top3_average,202,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb,0.44113130013740554,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top3_average_seed_202.csv
cyp2c9_substrate_carbonmangels,AUPRC,uniform_candidate_average,202,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.38955787244129825,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/uniform_candidate_average_seed_202.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_stacking,202,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.35539528370783163,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_stacking_seed_202.csv
cyp2c9_substrate_carbonmangels,AUPRC,global_single,303,9,chem_fp_chemberta_kpgt_ept_xgb,0.4081241384841745,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/global_single_seed_303.csv
cyp2c9_substrate_carbonmangels,AUPRC,per_task_single,303,9,chem_fp_chemberta_kpgt_ept_xgb,0.4081241384841745,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/per_task_single_seed_303.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top2_average,303,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb,0.4161643692237293,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top2_average_seed_303.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top3_average,303,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb,0.42149339177435596,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top3_average_seed_303.csv
cyp2c9_substrate_carbonmangels,AUPRC,uniform_candidate_average,303,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.3867854563443205,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/uniform_candidate_average_seed_303.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_stacking,303,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.3988787963145029,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_stacking_seed_303.csv
cyp2c9_substrate_carbonmangels,AUPRC,global_single,404,9,chem_fp_chemberta_kpgt_ept_xgb,0.44536218528400817,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/global_single_seed_404.csv
cyp2c9_substrate_carbonmangels,AUPRC,per_task_single,404,9,chem_fp_chemberta_kpgt_ept_xgb,0.44536218528400817,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/per_task_single_seed_404.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top2_average,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb,0.4234808072941075,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top2_average_seed_404.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top3_average,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb,0.42257139324535875,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top3_average_seed_404.csv
cyp2c9_substrate_carbonmangels,AUPRC,uniform_candidate_average,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.39815378127281476,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/uniform_candidate_average_seed_404.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_stacking,404,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb;deep_chemberta_kpgt_ept_ridge_linear;deep_chemberta_kpgt_ridge_linear;deep_chemberta_ridge_linear;deep_ept_ridge_linear;deep_kpgt_ept_ridge_linear;deep_kpgt_ridge_linear,0.3828487925836125,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_stacking_seed_404.csv
cyp2c9_substrate_carbonmangels,AUPRC,global_single,505,9,chem_fp_chemberta_kpgt_ept_xgb,0.4157570643560989,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/global_single_seed_505.csv
cyp2c9_substrate_carbonmangels,AUPRC,per_task_single,505,9,chem_fp_chemberta_kpgt_ept_xgb,0.4157570643560989,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/per_task_single_seed_505.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top2_average,505,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb,0.4297962540762434,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top2_average_seed_505.csv
cyp2c9_substrate_carbonmangels,AUPRC,validation_top3_average,505,9,chem_fp_chemberta_kpgt_ept_xgb;chem_fp_chemberta_kpgt_xgb;chem_fp_xgb,0.43433381144558736,/mnt/data/projects/trimole_hybrid_revision_20260915/results_strict/revision_20260918_expanded_candidate_pool_controls_v4_threshold_aligned/score/predictions/cyp2c9_substrate_carbonmangels/validation_top3_average_seed_505.csv
